# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Mon Sep 14 19:00:46 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0015467 -1.00000 6.50000 0.0900000036 1.0816895926    0.090 -1.384  3.4996  3.727    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 8.229 13.180 11.802 10.202 8.992 7.678 6.371 5.812 5.528
0.0015467 -1.00000 6.50000 0.0913362056 1.0943676500    0.091 -1.380  3.5001  3.731    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.39e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 8.220 13.162 11.785 10.186 8.977 7.668 6.363 5.804 5.521
0.0015467 -1.00000 6.50000 0.1083819419 1.2375381503    0.108 -1.327  3.5065  3.778    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 8.089 12.918 11.551 9.962 8.779 7.520 6.248 5.680 5.405
0.0015467 -1.00000 6.50000 0.1168113127 1.2979295826    0.117 -1.314  3.5082  3.804    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.26e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 8.054 12.856 11.491 9.903 8.726 7.481 6.217 5.648 5.375
0.0015467 -1.00000 6.50000 0.1253796965 1.3537718774    0.125 -1.289  3.5109  3.821    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.27e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.993 12.747 11.387 9.804 8.637 7.413 6.163 5.591 5.321
0.0015467 -1.00000 6.50000 0.1333291382 1.4013147202    0.133 -1.260  3.5138  3.829    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.33e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.919 12.622 11.269 9.692 8.535 7.334 6.097 5.521 5.254
0.0015467 -1.00000 6.50000 0.1480951458 1.4805444803    0.148 -1.217  3.5183  3.851    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.812 12.435 11.093 9.525 8.384 7.218 6.003 5.421 5.158
0.0015467 -1.00000 6.50000 0.1575030535 1.5258551987    0.157 -1.190  3.5211  3.861    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.43e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.744 12.317 10.982 9.421 8.290 7.145 5.942 5.357 5.097
0.0015467 -1.00000 6.50000 0.1724953800 1.5912358802    0.172 -1.136  3.5268  3.870    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.6e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.610 12.071 10.757 9.215 8.104 7.001 5.824 5.230 4.975
0.0015467 -1.00000 6.50000 0.1862437427 1.6450077856    0.186 -1.095  3.5308  3.879    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.508 11.893 10.593 9.064 7.967 6.893 5.734 5.133 4.883
0.0015467 -1.00000 6.50000 0.1998931170 1.6935163486    0.200 -1.069  3.5332  3.893    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.74e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.444 11.789 10.496 8.973 7.884 6.825 5.675 5.072 4.823
0.0015467 -1.00000 6.50000 0.2036170512 1.7060076688    0.204 -1.059  3.5343  3.895    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.418 11.744 10.455 8.935 7.849 6.798 5.652 5.048 4.800
0.0015467 -1.00000 6.50000 0.2225718200 1.7652814948    0.223 -1.006  3.5397  3.902    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.97e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.285 11.516 10.246 8.743 7.674 6.659 5.535 4.922 4.679
0.0015467 -1.00000 6.50000 0.2419567108 1.8194719947    0.242 -0.965  3.5438  3.914    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.09e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.184 11.344 10.088 8.598 7.542 6.553 5.445 4.827 4.586
0.0015467 -1.00000 6.50000 0.2655556500 1.8782857629    0.266 -0.917  3.5491  3.927    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 7.062 11.129 9.892 8.421 7.382 6.425 5.339 4.713 4.477
0.0015467 -1.00000 6.50000 0.2953611910 1.9435296143    0.295 -0.858  3.5557  3.941    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.47e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.916 10.870 9.658 8.210 7.191 6.274 5.212 4.577 4.346
0.0015467 -1.00000 6.50000 0.3000000417 1.9529140366    0.300 -0.851  3.5566  3.944    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.49e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.897 10.836 9.628 8.182 7.166 6.254 5.195 4.560 4.329
0.0015467 -1.00000 6.50000 0.3499999940 2.0434174644    0.350 -0.764  3.5672  3.967    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.85e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.680 10.445 9.277 7.868 6.884 6.031 5.009 4.360 4.138
0.0015467 -1.00000 6.50000 0.3562525511 2.0535478346    0.356 -0.753  3.5688  3.970    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.653 10.393 9.231 7.828 6.848 6.003 4.986 4.336 4.115
0.0015467 -1.00000 6.50000 0.4000000060 2.1185024399    0.400 -0.681  3.5791  3.989    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.25e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.472 10.031 8.915 7.557 6.612 5.816 4.834 4.170 3.962
0.0015467 -1.00000 6.50000 0.4499999881 2.1822809009    0.450 -0.609  3.5899  4.011    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -4.6e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.291 9.682 8.611 7.298 6.386 5.633 4.680 4.001 3.809
0.0015467 -1.00000 6.50000 0.4821439385 2.2186077394    0.482 -0.565  3.5975  4.028    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.82e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.183 9.447 8.407 7.134 6.247 5.522 4.590 3.901 3.724
0.0015467 -1.00000 6.50000 0.5000000000 2.2374541529    0.500 -0.541  3.6016  4.036    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.122 9.314 8.292 7.042 6.170 5.460 4.539 3.845 3.675
0.0015467 -1.00000 6.50000 0.5054209232 2.2429735002    0.505 -0.532  3.6035  4.039    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.02e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.099 9.259 8.246 7.007 6.142 5.437 4.520 3.826 3.659
0.0015467 -1.00000 6.50000 0.5240984559 2.2609887234    0.524 -0.503  3.6088  4.048    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.22e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 6.028 9.093 8.107 6.898 6.052 5.364 4.460 3.762 3.604
0.0015467 -1.00000 6.50000 0.5439543128 2.2785887779    0.544 -0.480  3.6126  4.056    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.35e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.970 8.964 7.999 6.811 5.980 5.305 4.411 3.714 3.561
0.0015467 -1.00000 6.50000 0.5500000715 2.2836583126    0.550 -0.475  3.6134  4.058    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.37e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.956 8.935 7.974 6.791 5.964 5.291 4.399 3.702 3.551
0.0015467 -1.00000 6.50000 0.5522628427 2.2855229127    0.552 -0.471  3.6141  4.059    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.39e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.948 8.914 7.957 6.778 5.953 5.282 4.392 3.696 3.546
0.0015467 -1.00000 6.50000 0.5709627867 2.3002839608    0.571 -0.442  3.6197  4.067    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.63e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.874 8.730 7.806 6.660 5.857 5.206 4.331 3.637 3.495
0.0015467 -1.00000 6.50000 0.5920431614 2.3156449472    0.592 -0.415  3.6245  4.075    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.83e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.807 8.577 7.680 6.559 5.773 5.138 4.276 3.586 3.449
0.0015467 -1.00000 6.50000 0.6000000238 2.3211213258    0.600 -0.407  3.6258  4.078    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.87e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.787 8.531 7.643 6.529 5.747 5.117 4.258 3.570 3.435
0.0015467 -1.00000 6.50000 0.6278612614 2.3390454788    0.628 -0.365  3.6335  4.087    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.25e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.684 8.280 7.443 6.369 5.616 5.012 4.174 3.496 3.369
0.0015467 -1.00000 6.50000 0.6499999762 2.3520353107    0.650 -0.336  3.6389  4.095    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.52e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.611 8.096 7.301 6.256 5.524 4.937 4.115 3.446 3.324
0.0015467 -1.00000 6.50000 0.6661037207 2.3608628689    0.666 -0.315  3.6426  4.099    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.73e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.557 7.957 7.197 6.173 5.457 4.881 4.072 3.412 3.293
0.0015467 -1.00000 6.50000 0.6985360384 2.3772289857    0.699 -0.268  3.6510  4.107    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.25e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.441 7.646 6.970 5.992 5.312 4.760 3.981 3.344 3.233
0.0015467 -1.00000 6.50000 0.6999999881 2.3779266974    0.700 -0.266  3.6514  4.107    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.27e-14      0.00 7.470e-01 2.514e-01 2.929e-04 7.903e-05 7.168e-04 -1.000 1.629e-03 5.436 7.633 6.961 5.984 5.306 4.755 3.977 3.341 3.230
0.0015467 -1.00000 6.50000 0.7139787674 2.3844235502    0.714 -0.244  3.6568  4.115    0  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -7.51e-14      0.00 7.470e-01 2.514e-01 2.918e-04 7.900e-05 7.168e-04 -1.000 1.629e-03 5.380 7.461 6.842 5.890 5.233 4.696 3.938 3.318 3.211
0.0015467 -1.00000 6.50000 0.7500000000 2.3998889087    0.750 -0.182  3.6716  4.134    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.28e-14      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 5.225 7.024 6.534 5.644 5.041 4.538 3.828 3.249 3.151
0.0015467 -1.00000 6.50000 0.7567272186 2.4025901635    0.757 -0.175  3.6726  4.134    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.37e-14      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 5.208 6.989 6.508 5.621 5.021 4.520 3.814 3.237 3.140
0.0015467 -1.00000 6.50000 0.8000000119 2.4187244405    0.800 -0.126  3.6794  4.137    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -9.1e-14      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 5.085 6.743 6.321 5.461 4.884 4.396 3.713 3.156 3.063
0.0015467 -1.00000 6.50000 0.8500000238 2.4350346840    0.850 -0.071  3.6871  4.138    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.947 6.461 6.114 5.281 4.730 4.257 3.603 3.073 2.983
0.0015467 -1.00000 6.50000 0.8622574210 2.4387025738    0.862 -0.058  3.6889  4.139    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.916 6.396 6.067 5.241 4.695 4.225 3.578 3.054 2.966
0.0015467 -1.00000 6.50000 0.8999999762 2.4492786016    0.899 -0.015  3.6949  4.138    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.806 6.188 5.909 5.104 4.576 4.117 3.490 2.984 2.899
0.0015467 -1.00000 6.50000 0.9451634884 2.4606662885    0.945  0.036  3.7017  4.137    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.681 5.956 5.732 4.951 4.442 3.995 3.390 2.903 2.821
0.0015467 -1.00000 6.50000 0.9499999881 2.4618121868    0.950  0.041  3.7025  4.137    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.668 5.931 5.713 4.935 4.428 3.982 3.379 2.894 2.813
0.0015467 -1.00000 6.50000 0.9882323742 2.4704183681    0.988  0.082  3.7081  4.135    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.564 5.745 5.569 4.811 4.318 3.882 3.297 2.828 2.749
0.0015467 -1.00000 6.50000 1.0000000000 2.4729154477    1.000  0.097  3.7100  4.133    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.526 5.678 5.517 4.766 4.278 3.845 3.266 2.802 2.725
0.0015467 -1.00000 6.50000 1.0499999523 2.4828114860    1.050  0.152  3.7173  4.128    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.389 5.444 5.333 4.607 4.136 3.714 3.158 2.712 2.638
0.0015467 -1.00000 6.50000 1.0921751261 2.4903537577    1.091  0.198  3.7232  4.123    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.276 5.255 5.181 4.476 4.018 3.607 3.068 2.637 2.565
0.0015467 -1.00000 6.50000 1.1000000238 2.4916801480    1.099  0.208  3.7245  4.121    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.251 5.214 5.148 4.448 3.993 3.584 3.048 2.620 2.549
0.0015467 -1.00000 6.50000 1.1499999762 2.4996678137    1.149  0.267  3.7317  4.110    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.103 4.978 4.955 4.282 3.842 3.445 2.930 2.519 2.451
0.0015467 -1.00000 6.50000 1.1848982573 2.5047859188    1.184  0.306  3.7365  4.103    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.53e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 4.005 4.828 4.830 4.174 3.744 3.354 2.852 2.451 2.387
0.0015467 -1.00000 6.50000 1.2000000477 2.5068948796    1.200  0.326  3.7387  4.098    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.956 4.754 4.768 4.119 3.694 3.308 2.812 2.417 2.353
0.0015467 -1.00000 6.50000 1.2168538570 2.5091775731    1.216  0.349  3.7412  4.091    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.898 4.670 4.696 4.057 3.637 3.255 2.766 2.375 2.313
0.0015467 -1.00000 6.50000 1.2500000000 2.5134610955    1.250  0.394  3.7462  4.077    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.784 4.508 4.555 3.933 3.524 3.149 2.673 2.291 2.233
0.0015467 -1.00000 6.50000 1.2772320509 2.5167896762    1.277  0.432  3.7500  4.065    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.691 4.378 4.442 3.833 3.432 3.064 2.597 2.223 2.167
0.0015467 -1.00000 6.50000 1.2999999523 2.5194498592    1.300  0.463  3.7533  4.054    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.611 4.271 4.345 3.748 3.354 2.991 2.532 2.164 2.110
0.0015467 -1.00000 6.50000 1.3033081293 2.5198275005    1.303  0.468  3.7537  4.052    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.600 4.255 4.331 3.736 3.343 2.981 2.523 2.155 2.101
0.0015467 -1.00000 6.50000 1.3500000238 2.5249313598    1.350  0.540  3.7606  4.022    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.419 4.016 4.115 3.545 3.165 2.814 2.373 2.017 1.968
0.0015467 -1.00000 6.50000 1.3999999762 2.5299650300    1.400  0.629  3.7682  3.980    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.97e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.198 3.737 3.855 3.314 2.950 2.612 2.188 1.846 1.802
0.0015467 -1.00000 6.50000 1.4265099764 2.5324698735    1.427  0.681  3.7725  3.953    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.06e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 3.067 3.577 3.703 3.178 2.822 2.491 2.077 1.743 1.702
0.0015467 -1.00000 6.50000 1.4500000477 2.5346015836    1.450  0.733  3.7766  3.925    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.938 3.421 3.553 3.043 2.696 2.372 1.968 1.641 1.603
0.0015467 -1.00000 6.50000 1.4628833532 2.5357373621    1.463  0.762  3.7789  3.909    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.23e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.865 3.333 3.468 2.968 2.625 2.305 1.906 1.584 1.546
0.0015467 -1.00000 6.50000 1.4944186211 2.5384226922    1.495  0.836  3.7850  3.868    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.39e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.680 3.117 3.254 2.775 2.445 2.135 1.750 1.440 1.406
0.0015467 -1.00000 6.50000 1.5000000000 2.5388844597    1.500  0.849  3.7861  3.862    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.647 3.080 3.216 2.741 2.413 2.105 1.723 1.415 1.382
0.0015467 -1.00000 6.50000 1.5255656242 2.5409500264    1.526  0.908  3.7915  3.832    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.501 2.910 3.044 2.589 2.271 1.972 1.602 1.305 1.274
0.0015467 -1.00000 6.50000 1.5499999523 2.5428511323    1.550  0.960  3.7971  3.809    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.370 2.756 2.887 2.450 2.144 1.855 1.498 1.213 1.184
0.0015467 -1.00000 6.50000 1.5692449808 2.5443006529    1.569  1.000  3.8020  3.794    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.32e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.270 2.638 2.765 2.345 2.049 1.768 1.422 1.147 1.121
0.0015467 -1.00000 6.50000 1.6000000238 2.5465340628    1.600  1.060  3.8113  3.779    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.09e-13      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.119 2.458 2.575 2.184 1.906 1.641 1.316 1.060 1.037
0.0015467 -1.00000 6.50000 1.6179043055 2.5477893828    1.617  1.095  3.8174  3.774    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-19      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 2.034 2.355 2.464 2.091 1.825 1.571 1.261 1.018 0.997
0.0015467 -1.00000 6.50000 1.6393718719 2.5492530417    1.639  1.134  3.8266  3.777    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.39e-27      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 1.934 2.233 2.330 1.982 1.733 1.496 1.207 0.984 0.964
0.0015467 -1.00000 6.50000 1.6499998569 2.5499614695    1.649  1.154  3.8319  3.781    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 1.886 2.173 2.262 1.929 1.690 1.462 1.186 0.974 0.955
0.0015467 -1.00000 6.50000 1.6511956453 2.5500405208    1.651  1.156  3.8325  3.782    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 1.880 2.166 2.254 1.922 1.685 1.458 1.183 0.973 0.954
0.0015467 -1.00000 6.50000 1.6721676588 2.5514058323    1.671  1.193  3.8451  3.800    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 1.787 2.051 2.117 1.817 1.604 1.400 1.154 0.970 0.953
0.0015467 -1.00000 6.50000 1.6889528036 2.5524705247    1.688  1.223  3.8568  3.822    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.470e-01 2.514e-01 2.891e-04 7.893e-05 7.169e-04 -1.000 1.629e-03 1.713 1.960 2.006 1.734 1.544 1.361 1.142 0.982 0.966
